x,y
0.0,0.06623394089435664
0.05862237420615535,4.755240423898135
0.1172447484123107,12.807587731846375
0.17586712261846604,30.280595956804483
0.2344894968246214,9.084501677503631
0.29311187103077674,45.69612824194464
0.3517342452369321,19.354050491378125
0.41035661944308743,32.947070896622606
0.4689789936492428,42.624790291315975
0.5276013678553981,36.53071688850405
0.5862237420615535,35.53365140536638
0.6448461162677088,25.867172191433138
0.7034684904738642,32.44659134239791
0.7620908646800195,13.097163938019353
0.8207132388861749,22.634849198075102
0.8793356130923302,39.13418793664107
0.9379579872984856,45.052734189619386
0.9965803615046409,14.870641078880896
1.0552027357107963,58.23225260687374
1.1138251099169516,71.73693860200927
1.172447484123107,32.80824404318734
1.2310698583292623,3.7912199269904114
1.2896922325354176,42.96639401445186
1.348314606741573,2.8926825735246844
1.4069369809477283,34.983752405392586
1.4655593551538837,20.978678585470806
1.524181729360039,41.21570561233885
1.5828041035661944,47.853428724117364
1.6414264777723497,33.23303435237911
1.700048851978505,33.43728156277395
1.7586712261846604,13.637462535068996
1.8172936003908158,9.677031016897617
1.8759159745969711,33.976490106321094
1.9345383488031265,32.0146572076792
1.9931607230092818,40.47753523012674
2.051783097215437,-3.5596594755839206
2.1104054714215925,59.800302423585805
2.169027845627748,47.59850820677558
2.227650219833903,41.7796839047909
2.2862725940400583,46.01363646059785
2.344894968246214,35.268172456300874
2.4035173424523695,35.109674501138215
2.4621397166585246,33.33015868431972
2.5207620908646797,57.441542530077484
2.5793844650708353,44.85191570314291
2.638006839276991,33.23684401203578
2.696629213483146,50.22694841017665
2.755251587689301,19.1618932339717
2.8138739618954567,56.50311215951134
2.8724963361016123,34.00049243908774
2.9311187103077674,20.40555921074541
2.9897410845139225,33.7910598661494
3.048363458720078,41.67884440795985
3.1069858329262336,51.2399769078344
3.1656082071323888,60.255312865581686
3.224230581338544,32.92545076777619
3.2828529555446995,46.58428017932493
3.341475329750855,36.792964000652944
3.40009770395701,61.640721260645726
3.4587200781631653,48.15610026460057
3.517342452369321,49.61446814593995
3.5759648265754764,31.384059062011602
3.6345872007816316,34.39480557424347
3.6932095749877867,29.898294147683554
3.7518319491939423,51.104895677461556
3.810454323400098,16.805603307942558
3.869076697606253,48.11924181214117
3.927699071812408,32.19125152175332
3.9863214460185636,25.756392586059057
4.044943820224719,42.18795738800246
4.103566194430874,68.82726229250926
4.1621885686370295,36.629440052512685
4.220810942843185,49.8448734961189
4.279433317049341,42.586758807752695
4.338055691255496,32.04363451085927
4.396678065461651,32.62931780482205
4.455300439667806,74.21322982856498
4.513922813873962,62.76202074979942
4.572545188080117,64.06188623848982
4.631167562286272,57.92292239580901
4.689789936492428,85.20640764916402
4.748412310698583,46.831702616458514
4.807034684904739,38.19857304261642
4.865657059110894,42.61483784177181
4.924279433317049,63.57197921587444
4.982901807523205,26.945471469646805
5.0415241817293595,57.63124232153541
5.100146555935515,75.42790627839977
5.158768930141671,25.657415487664913
5.217391304347826,45.48900253888318
5.276013678553982,62.12006014191308
5.334636052760136,22.471940259195854
5.393258426966292,58.189226294487185
5.4518808011724476,58.776277175383
5.510503175378602,19.046319103029283
5.569125549584758,73.60008311488764
5.627747923790913,36.00209561487556
5.686370297997069,51.63645502216406
